,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,a,Perf_node01_power_energy_ram_,b,Perf_node01_power_energy_total_,c
0,BT,10,11,11,11,11,10,11,2,,3,,2,
1,BT,11,11,11,11,11,11,11,2,2,1,3,2,2
2,BT,11,11,11,11,11,10,11,2,2,1,1,2,2
3,BT,11,10,10,11,11,11,11,2,2,3,1,2,2
4,BT,11,11,11,11,11,11,11,3,2,3,3,3,2
5,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
6,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
7,BT,10,10,10,10,10,10,10,1,2,1,2,1,2
8,BT,11,11,11,11,11,11,11,2,1,3,1,2,1
9,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
10,BT,10,11,11,10,10,10,10,2,1,1,0,1,1
11,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
12,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
13,BT,10,10,10,10,10,10,11,2,0,0,0,1,0
14,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
15,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
16,BT,10,10,10,10,10,10,10,2,0,1,0,1,0
17,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
18,BT,10,10,10,10,10,10,10,1,3,0,3,1,3
19,BT,10,10,10,10,10,10,10,1,1,0,0,1,1
20,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
21,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
22,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
23,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
24,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
25,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
26,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
27,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
28,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
29,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
30,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
31,BT,10,10,10,11,11,11,11,2,0,2,1,2,0
32,BT,11,11,11,11,11,11,11,2,2,2,2,2,2
33,BT,10,10,10,10,10,10,10,0,2,1,2,0,2
34,BT,10,10,10,11,11,11,11,2,0,0,1,2,0
35,BT,11,11,11,11,11,11,11,2,2,3,0,3,2
36,BT,10,10,10,10,10,10,10,0,2,0,3,0,3
37,BT,10,10,10,10,10,11,10,2,0,0,0,1,0
38,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
39,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
40,BT,10,10,10,10,10,10,10,2,0,1,1,2,0
41,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
42,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
43,BT,10,10,10,10,10,10,10,2,0,1,1,2,0
44,BT,10,10,11,10,10,10,11,2,2,2,1,2,2
45,BT,11,11,11,11,11,11,11,1,2,3,2,2,2
46,BT,10,10,10,10,10,10,10,2,1,0,3,1,2
47,BT,11,10,10,10,10,10,10,1,2,2,0,1,1
48,BT,11,11,11,11,11,11,11,3,1,3,2,3,1
49,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
50,BT,10,10,10,10,10,11,11,2,0,0,0,1,0
51,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
52,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
53,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
54,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
55,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
56,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
57,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
58,BT,10,10,10,10,10,10,10,1,3,0,3,0,3
59,BT,10,10,10,10,10,10,10,1,1,0,0,1,0
60,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
61,BT,10,10,10,10,10,10,10,1,3,0,3,1,3
62,BT,10,10,10,10,10,10,10,1,1,0,0,1,1
63,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
64,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
65,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
66,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
67,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
68,BT,10,10,10,10,10,11,11,1,0,1,0,1,0
69,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
70,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
71,BT,10,10,10,10,11,11,11,2,0,0,0,1,0
72,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
73,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
74,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
75,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
76,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
77,BT,10,10,10,10,11,11,11,2,0,1,1,2,0
78,BT,11,11,11,11,11,11,11,3,2,2,1,3,2
79,BT,10,10,10,10,10,10,10,0,3,0,2,0,3
80,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
81,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
82,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
83,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
84,BT,11,11,11,11,11,11,11,2,2,2,1,2,2
85,BT,10,10,10,10,10,10,10,0,2,1,2,0,2
86,BT,10,10,10,10,10,10,10,2,0,0,1,1,0
87,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
88,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
89,BT,10,10,10,10,10,10,10,2,0,0,2,1,0
90,BT,10,11,11,11,11,11,11,2,2,1,0,2,1
91,BT,11,11,11,10,10,10,10,0,2,3,1,1,2
92,BT,10,10,10,10,10,10,10,2,0,0,3,2,1
93,BT,10,10,10,11,11,11,11,1,2,1,0,1,2
94,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
95,BT,10,10,10,10,10,10,10,1,3,0,3,1,3
96,BT,10,10,10,10,10,10,10,1,1,1,0,1,1
97,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
98,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
99,BT,10,10,10,10,10,10,11,2,0,0,0,1,0
100,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
101,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
102,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
103,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
104,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
105,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
106,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
107,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
108,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
109,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
110,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
111,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
112,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
113,BT,10,10,10,10,10,10,10,0,3,1,3,1,3
114,BT,10,10,10,10,10,10,10,1,0,0,1,1,1
115,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
116,BT,10,10,10,10,10,10,10,1,3,0,3,0,3
117,BT,10,10,10,10,10,10,10,1,1,0,0,1,0
118,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
119,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
120,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
121,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
122,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
123,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
124,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
125,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
126,BT,10,10,10,10,10,11,11,2,0,1,0,1,0
127,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
128,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
129,BT,10,11,10,11,11,11,11,2,0,1,1,2,0
130,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
131,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
132,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
133,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
134,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
135,BT,10,10,10,10,10,11,11,2,0,1,0,1,0
136,BT,11,11,11,11,11,11,11,2,2,3,1,2,1
137,BT,10,10,10,10,10,10,10,0,2,1,3,0,2
138,BT,10,10,10,10,11,11,11,2,0,1,1,2,0
139,BT,11,11,11,11,11,11,11,3,2,2,1,3,2
140,BT,10,10,10,10,10,10,10,0,3,1,2,0,3
141,BT,10,10,10,10,10,10,10,2,0,0,1,1,0
142,BT,11,11,11,11,11,11,11,2,2,3,0,3,1
143,BT,10,10,10,10,10,10,10,0,2,1,3,0,3
144,BT,10,10,10,10,10,10,10,2,0,0,1,1,0
145,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
146,BT,11,11,10,10,10,10,10,0,3,3,3,0,3
147,BT,10,10,10,10,10,11,10,2,0,0,3,2,0
148,BT,10,10,10,10,10,10,10,1,2,2,0,1,2
149,BT,11,11,11,11,11,11,11,2,1,3,2,2,1
150,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
151,BT,10,11,11,11,11,10,11,2,1,1,0,2,1
152,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
153,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
154,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
155,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
156,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
157,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
158,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
159,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
160,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
161,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
162,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
163,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
164,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
165,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
166,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
167,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
168,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
169,BT,10,10,10,10,10,10,10,1,0,0,2,1,0
170,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
171,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
172,BT,10,10,10,10,10,11,11,1,0,1,1,1,0
173,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
174,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
175,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
176,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
177,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
178,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
179,BT,11,11,11,11,11,11,11,2,2,2,1,2,2
180,BT,11,10,10,10,10,10,10,0,2,2,2,0,2
181,BT,10,10,10,10,10,11,11,2,0,2,2,2,0
182,BT,11,11,11,11,11,11,11,3,2,1,2,3,2
183,BT,10,10,10,10,10,10,10,0,3,2,1,0,3
184,BT,10,10,10,10,10,10,10,2,0,1,2,2,0
185,BT,11,11,11,11,11,11,11,2,2,1,1,2,2
186,BT,11,11,11,10,10,10,10,0,2,3,1,1,2
187,BT,10,10,10,10,10,10,10,2,0,0,3,2,1
188,BT,11,11,11,11,11,11,11,2,2,3,0,2,2
189,BT,11,11,11,11,11,11,11,2,2,3,3,2,2
190,BT,10,10,10,10,10,10,10,1,2,0,3,0,2
191,BT,10,10,10,10,10,10,10,1,1,2,0,1,0
192,BT,11,11,11,11,11,11,11,3,1,3,2,3,1
193,BT,11,10,10,10,10,10,10,1,3,0,3,0,3
194,BT,10,10,10,10,10,10,10,1,1,1,0,1,0
195,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
196,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
197,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
198,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
199,BT,11,10,10,10,10,10,10,0,3,1,3,1,3
200,BT,10,10,10,10,10,10,10,1,0,0,1,1,1
201,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
202,BT,10,10,10,10,10,10,10,1,3,1,3,1,3
203,BT,10,10,10,10,10,10,10,1,1,1,1,1,1
204,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
205,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
206,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
207,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
208,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
209,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
210,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
211,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
212,BT,10,10,10,10,10,11,11,2,0,1,0,1,0
213,BT,11,11,11,11,11,11,11,3,2,2,1,3,1
214,BT,10,10,10,10,10,10,10,0,3,1,2,0,3
215,BT,10,10,10,11,11,11,11,2,0,1,1,2,0
216,BT,11,11,11,11,11,11,11,2,2,2,1,2,2
217,BT,10,10,10,10,10,10,10,0,2,0,2,0,2
218,BT,10,10,11,11,11,11,11,2,0,1,0,2,0
219,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
220,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
221,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
222,BT,11,11,11,11,11,11,11,3,2,2,1,3,2
223,BT,10,10,10,10,10,10,10,0,3,1,2,0,3
224,BT,10,10,10,11,11,11,11,2,0,1,1,2,0
225,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
226,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
227,BT,10,10,10,10,11,11,11,2,0,1,1,2,0
228,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
229,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
230,BT,10,10,10,11,11,11,11,2,0,1,1,2,0
231,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
232,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
233,BT,10,10,10,10,10,11,11,2,0,2,1,2,0
234,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
235,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
236,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
237,BT,11,11,11,11,11,11,11,3,2,2,1,3,2
238,BT,10,10,10,10,10,10,10,0,3,0,2,0,3
239,BT,10,10,10,10,10,11,10,2,0,0,0,2,0
240,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
241,BT,11,10,10,10,10,10,10,0,3,1,3,0,3
242,BT,10,10,10,10,10,11,10,2,0,1,1,2,0
243,BT,11,11,11,11,11,11,11,2,2,2,1,2,2
244,BT,11,10,10,10,10,10,10,0,2,2,2,1,2
245,BT,10,10,10,10,10,11,10,2,0,0,2,2,1
246,BT,11,11,11,10,10,10,11,1,2,0,0,1,2
247,BT,11,11,11,11,11,11,11,2,1,3,0,2,1
248,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
249,BT,10,11,11,11,11,11,11,2,1,0,0,1,1
250,BT,11,11,11,11,11,11,11,2,2,3,0,3,1
251,BT,10,10,10,10,10,10,10,1,2,0,3,0,3
252,BT,10,10,10,10,10,10,10,1,1,0,0,1,0
253,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
254,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
255,BT,10,10,10,10,10,10,10,1,0,1,1,1,0
256,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
257,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
258,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
259,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
260,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
261,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
262,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
263,BT,10,10,10,10,10,10,10,1,3,0,3,1,3
264,BT,10,10,10,10,10,10,10,1,1,1,0,1,1
265,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
266,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
267,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
268,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
269,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
270,BT,10,10,10,10,10,11,11,1,0,0,0,1,0
271,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
272,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
273,BT,10,10,10,10,10,11,11,1,0,0,0,1,0
274,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
275,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
276,BT,10,10,10,11,11,11,11,2,0,1,0,2,0
277,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
278,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
279,BT,10,10,10,11,11,11,11,2,0,0,1,2,0
280,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
281,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
282,BT,10,10,10,10,11,11,11,2,0,1,1,2,0
283,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
284,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
285,BT,10,10,10,10,10,11,11,2,0,0,0,2,0
286,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
287,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
288,BT,10,10,10,10,10,10,10,2,0,0,1,2,0
289,BT,11,11,11,11,11,11,11,3,2,2,0,3,2
290,BT,10,10,10,10,10,10,10,0,3,2,2,0,3
291,BT,10,10,10,10,10,11,10,2,0,1,2,2,0
292,BT,11,11,11,11,11,11,11,2,2,2,1,2,2
293,BT,11,11,11,11,10,10,10,1,2,3,2,1,2
294,BT,10,10,10,10,10,10,10,2,1,0,3,2,1
295,BT,10,10,11,10,10,10,11,2,2,1,0,1,2
296,BT,11,11,11,11,11,11,11,2,2,3,1,2,1
297,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
298,BT,10,10,10,11,11,11,11,2,1,2,0,2,1
299,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
300,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
301,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
302,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
303,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
304,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
305,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
306,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
307,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
308,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
309,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
310,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
311,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
312,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
313,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
314,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
315,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
316,BT,10,10,10,10,10,11,11,1,0,1,2,1,0
317,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
318,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
319,BT,10,10,10,10,10,11,11,1,0,1,0,1,0
320,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
321,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
322,BT,10,10,10,10,11,11,11,2,0,0,0,2,0
323,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
324,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
325,BT,10,10,10,11,11,11,11,2,0,0,0,2,0
326,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
327,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
328,BT,10,10,10,11,11,11,11,2,0,1,0,2,0
329,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
330,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
331,BT,10,10,10,10,10,11,11,2,0,0,1,2,0
332,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
333,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
334,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
335,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
336,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
337,BT,10,10,10,10,10,11,10,2,0,1,0,2,0
338,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
339,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
340,BT,10,10,10,10,10,11,10,2,0,0,2,2,0
341,BT,11,11,11,11,11,11,11,2,2,2,0,2,2
342,BT,11,11,11,10,10,10,10,0,2,3,2,1,2
343,BT,10,10,10,10,10,10,10,2,0,0,3,1,1
344,BT,10,11,11,10,10,10,11,2,2,1,0,2,1
345,BT,11,11,11,11,11,11,11,2,2,3,1,2,2
346,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
347,BT,10,11,11,11,11,11,11,2,1,1,0,2,1
348,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
349,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
350,BT,10,10,10,10,10,10,11,2,0,1,0,1,0
351,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
352,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
353,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
354,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
355,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
356,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
357,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
358,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
359,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
360,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
361,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
362,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
363,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
364,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
365,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
366,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
367,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
368,BT,10,10,10,10,11,11,11,2,0,0,1,2,0
369,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
370,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
371,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
372,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
373,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
374,BT,10,11,11,11,11,11,11,2,0,1,1,2,0
375,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
376,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
377,BT,10,10,10,10,11,11,11,2,0,1,1,2,0
378,BT,11,11,11,11,11,11,11,3,2,1,1,3,2
379,BT,10,10,10,10,10,10,10,0,3,0,1,0,3
380,BT,10,10,10,10,11,11,11,2,0,3,0,2,0
381,BT,11,11,11,11,11,11,11,3,2,1,3,2,2
382,BT,10,10,10,10,10,10,10,0,3,0,1,0,2
383,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
