,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,a,Perf_node01_power_energy_ram_,b,Perf_node01_power_energy_total_,c
1158,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1159,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1160,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1161,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1162,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1163,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1164,BT,10,10,10,10,10,11,11,2,0,2,0,2,0
1165,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1166,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1167,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
1168,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1169,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1170,BT,10,10,10,11,11,11,11,2,0,2,0,2,0
1171,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1172,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1173,BT,10,10,10,11,11,11,11,2,0,0,0,2,0
1174,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1175,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1176,BT,10,10,10,11,11,11,11,2,0,2,0,2,0
1177,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1178,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1179,BT,10,10,10,11,11,11,11,2,0,2,0,2,0
1180,BT,11,11,11,11,11,11,11,3,2,2,2,3,2
1181,BT,10,10,10,10,10,10,10,0,3,0,2,0,3
1182,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1183,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1184,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1185,BT,10,10,10,11,11,11,11,2,0,1,0,2,0
1186,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1187,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1188,BT,10,10,10,10,10,11,11,2,0,0,0,2,0
1189,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1190,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1191,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1192,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1193,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1194,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1195,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1196,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1197,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1198,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1199,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1200,BT,10,10,10,10,10,11,11,2,0,1,0,1,0
1201,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
1202,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1203,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1204,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1205,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1206,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1207,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1208,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1209,BT,10,10,10,10,10,11,11,2,0,0,0,1,0
1210,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1211,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1212,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1213,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1214,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1215,BT,10,10,10,10,10,11,11,2,0,0,0,1,0
1216,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1217,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1218,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1219,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1220,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1221,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1222,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1223,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1224,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1225,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1226,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1227,BT,10,10,10,10,10,11,11,2,0,2,0,2,0
1228,BT,11,11,11,11,11,11,11,3,2,2,2,3,2
1229,BT,10,10,10,10,10,10,10,0,3,0,2,0,3
1230,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1231,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1232,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1233,BT,10,10,10,10,10,11,11,1,0,0,0,1,0
1234,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1235,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1236,BT,10,10,10,10,11,11,11,2,0,2,1,2,0
1237,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1238,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1239,BT,10,10,10,11,11,11,11,2,0,1,0,2,0
1240,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1241,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1242,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1243,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1244,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1245,BT,10,10,10,10,11,11,11,2,0,0,1,2,0
1246,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1247,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1248,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1249,BT,11,11,11,11,11,11,11,3,2,2,1,3,2
1250,BT,10,10,10,10,10,10,10,0,3,1,2,0,3
1251,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1252,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1253,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1254,BT,10,10,10,10,11,11,11,2,0,0,1,2,0
1255,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1256,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1257,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1258,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1259,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1260,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1261,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1262,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1263,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1264,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1265,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1266,BT,10,10,10,11,11,11,11,2,0,2,1,2,0
1267,BT,11,11,11,11,11,11,11,3,2,2,2,3,2
1268,BT,10,10,10,10,10,10,10,0,3,0,2,0,3
1269,BT,10,10,10,11,11,11,11,2,0,1,0,2,0
1270,BT,11,11,11,11,11,11,11,2,2,3,1,2,2
1271,BT,10,10,10,10,10,10,10,0,2,0,3,0,2
1272,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1273,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1274,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1275,BT,10,10,10,10,10,11,10,2,0,0,1,2,0
1276,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1277,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1278,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
1279,BT,11,10,10,11,11,11,10,2,1,1,0,2,1
1280,BT,11,11,11,11,11,11,11,2,2,3,1,2,2
1281,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
1282,BT,10,11,11,11,11,10,10,2,1,2,0,2,1
1283,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1284,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1285,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1286,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1287,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1288,BT,10,10,10,10,10,10,10,2,0,1,0,1,0
1289,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
1290,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1291,BT,10,10,10,10,10,10,10,2,0,1,0,2,0
1292,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1293,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1294,BT,10,10,10,10,10,10,10,2,0,2,0,2,0
1295,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1296,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1297,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1298,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1299,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1300,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1301,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1302,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1303,BT,10,11,11,10,11,11,11,2,0,0,1,1,0
1304,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1305,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1306,BT,10,10,10,10,11,11,11,2,0,0,0,2,0
1307,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1308,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1309,BT,10,10,10,10,10,11,11,2,0,1,1,1,0
1310,BT,11,11,11,11,11,11,11,3,2,3,1,3,1
1311,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1312,BT,10,10,10,10,10,10,10,2,0,1,0,2,0
1313,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1314,BT,11,10,10,10,10,10,10,0,3,1,3,0,3
1315,BT,10,10,10,10,10,10,10,2,0,0,1,2,0
1316,BT,10,11,11,10,10,11,11,2,2,1,0,1,2
1317,BT,11,11,11,11,11,11,11,1,2,3,1,1,1
1318,BT,10,10,10,10,10,10,10,2,1,0,3,1,1
1319,BT,10,11,10,11,11,10,10,2,2,3,0,2,1
1320,BT,11,11,11,11,11,11,11,3,2,3,3,3,2
1321,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1322,BT,10,10,10,10,10,10,10,2,0,0,0,1,0
1323,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1324,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1325,BT,10,10,10,10,10,10,11,1,0,1,0,1,0
1326,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1327,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1328,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1329,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1330,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1331,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
1332,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1333,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1334,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1335,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1336,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1337,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1338,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1339,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1340,BT,10,10,10,10,10,10,10,1,0,1,1,1,0
1341,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1342,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1343,BT,10,10,10,10,10,11,11,2,0,0,0,2,0
1344,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1345,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1346,BT,10,10,10,10,10,11,11,2,0,0,1,1,0
1347,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1348,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1349,BT,10,10,10,10,10,10,10,2,0,1,1,2,0
1350,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1351,BT,11,10,10,10,10,10,10,0,3,1,3,0,3
1352,BT,10,10,10,10,10,10,10,2,0,0,1,2,0
1353,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1354,BT,11,11,10,10,10,10,10,0,3,1,3,0,3
1355,BT,10,10,10,10,10,10,10,2,0,0,1,2,0
1356,BT,11,11,11,11,11,11,11,2,2,2,0,2,2
1357,BT,11,11,11,11,11,10,11,1,2,3,2,1,2
1358,BT,10,10,10,10,10,10,10,2,1,0,3,2,1
1359,BT,11,11,11,11,11,11,11,2,2,1,0,2,2
1360,BT,11,11,11,11,11,11,11,2,2,3,1,3,2
1361,BT,10,10,10,10,10,10,10,0,2,0,3,0,3
1362,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
1363,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1364,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1365,BT,10,10,10,10,10,10,11,2,0,0,0,1,0
1366,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1367,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1368,BT,10,10,10,10,10,10,11,1,0,0,0,1,0
1369,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1370,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1371,BT,10,10,10,10,10,10,10,1,0,1,1,1,0
1372,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1373,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1374,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1375,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1376,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1377,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1378,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1379,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1380,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1381,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1382,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1383,BT,10,10,10,10,10,11,11,2,0,2,0,2,0
1384,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1385,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1386,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1387,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1388,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1389,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1390,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1391,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1392,BT,10,10,10,10,10,10,10,2,0,0,0,2,0
1393,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1394,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
1395,BT,10,10,10,10,10,11,10,2,0,0,2,2,0
1396,BT,11,11,11,11,11,11,11,2,2,3,0,2,2
1397,BT,11,11,11,10,10,10,10,0,2,2,3,1,2
1398,BT,10,10,10,10,10,11,10,2,0,0,2,2,1
1399,BT,10,11,10,10,10,10,10,2,2,1,0,1,2
1400,BT,11,11,11,11,11,11,11,2,2,3,1,3,1
1401,BT,10,10,10,10,10,10,10,1,2,0,3,0,3
1402,BT,10,10,10,10,11,11,11,2,1,1,0,2,0
1403,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1404,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1405,BT,10,10,10,10,10,10,10,2,0,0,0,1,0
1406,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1407,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1408,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1409,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1410,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
1411,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1412,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1413,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1414,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1415,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1416,BT,11,10,10,10,10,10,10,0,3,1,3,1,3
1417,BT,10,10,10,10,10,10,10,1,0,0,1,1,1
1418,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1419,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1420,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
1421,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1422,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1423,BT,10,10,10,10,10,11,11,2,0,0,0,1,0
1424,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1425,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1426,BT,10,10,10,10,10,11,11,2,0,0,1,2,0
1427,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1428,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
1429,BT,10,10,10,10,10,10,10,2,0,0,2,2,0
1430,BT,11,11,11,11,11,11,11,2,2,3,0,3,2
1431,BT,11,10,10,10,10,10,10,0,2,1,3,0,3
1432,BT,10,10,10,10,10,10,10,2,0,0,1,2,0
1433,BT,11,11,11,11,11,11,11,2,2,3,0,2,2
1434,BT,11,11,11,11,11,10,10,1,2,3,3,1,2
1435,BT,10,10,10,10,10,10,10,2,1,0,3,2,1
1436,BT,10,10,11,10,10,10,10,2,2,0,0,1,2
1437,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1438,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1439,BT,10,10,10,10,10,11,10,2,0,2,0,2,0
1440,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1441,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1442,BT,10,10,10,10,10,10,11,2,0,2,0,2,0
1443,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1444,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1445,BT,10,10,10,10,10,10,10,2,0,2,0,2,0
1446,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1447,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1448,BT,10,10,10,10,10,10,10,2,0,1,0,2,0
1449,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1450,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1451,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1452,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1453,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1454,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1455,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1456,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1457,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1458,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1459,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1460,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1461,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1462,BT,11,10,10,10,10,10,10,1,3,1,3,1,3
1463,BT,10,10,10,10,10,10,10,1,1,0,1,1,1
1464,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1465,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1466,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
1467,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1468,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1469,BT,10,10,10,10,10,10,10,1,0,1,0,1,0
1470,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1471,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1472,BT,10,10,10,10,10,10,10,1,0,2,0,1,0
1473,BT,11,11,11,11,11,11,11,3,1,3,2,3,1
1474,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1475,BT,10,10,10,10,10,10,10,1,0,0,0,1,0
1476,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1477,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1478,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1479,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1480,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1481,BT,10,10,10,10,10,11,11,2,0,2,0,2,0
1482,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1483,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1484,BT,10,10,10,10,11,11,11,2,0,1,0,2,0
1485,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1486,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1487,BT,10,10,10,11,11,11,11,2,0,2,0,2,0
1488,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1489,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1490,BT,10,10,10,10,11,11,11,2,0,2,0,2,0
1491,BT,11,11,11,11,11,11,11,3,2,3,2,3,2
1492,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1493,BT,10,10,10,10,11,11,11,2,0,0,0,2,0
1494,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1495,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1496,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1497,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1498,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1499,BT,10,10,10,10,10,11,11,2,0,0,0,2,0
1500,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1501,BT,10,10,10,10,10,10,10,0,3,2,3,0,3
1502,BT,10,10,10,10,10,10,11,2,0,0,2,2,0
1503,BT,11,11,11,11,11,11,11,3,2,3,0,3,2
1504,BT,11,10,10,10,10,10,10,0,3,2,3,0,3
1505,BT,10,10,10,10,10,10,10,2,0,0,2,2,0
1506,BT,10,11,11,10,10,10,10,1,2,1,0,1,2
1507,BT,11,11,11,11,11,11,11,2,1,3,1,2,1
1508,BT,10,10,10,10,10,10,10,1,2,0,3,1,2
1509,BT,10,11,11,10,10,11,11,1,1,1,0,1,1
1510,BT,11,11,11,11,11,11,11,3,1,3,1,3,1
1511,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1512,BT,10,10,10,10,10,11,11,2,0,1,0,2,0
1513,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1514,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1515,BT,10,10,10,10,10,10,10,2,0,0,0,1,0
1516,BT,11,11,11,11,11,11,11,3,2,3,0,3,1
1517,BT,10,10,10,10,10,10,10,0,3,0,3,0,3
1518,BT,10,10,10,10,10,10,10,1,0,2,0,1,0
1519,BT,11,11,11,11,11,11,11,3,1,3,2,3,1
1520,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
1521,BT,10,10,10,10,10,10,11,1,0,0,0,1,0
1522,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1523,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1524,BT,10,10,10,10,10,11,11,2,0,1,1,2,0
1525,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1526,BT,10,10,10,10,10,10,10,0,3,1,3,0,3
1527,BT,10,10,10,10,10,10,10,1,0,0,1,1,0
1528,BT,11,11,11,11,11,11,11,3,1,3,0,3,1
1529,BT,11,10,10,10,10,10,10,0,3,1,3,0,3
1530,BT,10,10,10,10,10,10,10,2,0,1,1,2,0
1531,BT,11,11,11,11,11,11,11,2,2,1,1,2,2
1532,BT,11,11,11,11,10,10,10,1,2,3,1,1,2
1533,BT,10,10,10,10,10,10,10,2,1,0,3,1,1
1534,BT,10,11,11,11,11,11,11,2,2,1,0,2,1
1535,BT,11,11,11,11,11,11,11,3,2,3,1,3,2
1536,BT,11,10,10,10,10,10,10,0,3,0,3,0,3
1537,BT,10,10,10,10,10,10,10,0,0,0,0,0,0
,,,,,,,,,,0,,0,,0
